authority_name;group_id
ROLE_ENTERPRISE_USER;ENTERPRISE_USER_GROUP
ROLE_USER;USER_GROUP
ROLE_GUEST;GUEST_GROUP
ROLE_ADMIN;SYSTEM_SERVICE_GROUP
ROLE_ADMIN;SYSTEM_WEB_GROUP
ROLE_ADMIN;SYSTEM_OPERATOR_GROUP
ROLE_ADMIN;SYSTEM_DEVELOPER_GROUP
ROLE_ADMIN;ADMIN_GROUP
